"pres","min.temp","drought","gdd"
1,0.59,1.164161589,3350.160344
1,0.732,1.19017146,3247.788408
1,1.665666667,1.213271335,3647.787871
1,2.487833333,0.851696092,3617.416855
1,0.722166667,0.910028455,3459.790128
1,0.0425,0.688985284,3111.979231
1,-0.03,0.72747123,3191.557312
1,-0.553166667,0.713722905,2897.761508
1,-0.785666667,0.53087737,2580.41042
1,-0.3605,0.84054265,2893.120373
1,-0.060666667,0.812290956,2997.70351
1,0.637833333,0.98016464,3062.833502
1,0.393666667,0.372670189,2922.90467
1,0.273,0.288812841,2764.723421
1,0.963666667,0.788370568,3329.369606
1,1.174333333,0.952992172,3346.905277
1,1.5485,1.33143769,3623.000176
1,-0.720166667,0.794168134,2409.193056
1,-1.682,0.344796809,2093.706031
1,-1.996666667,0.288255799,2152.219804
1,-2.770666667,0.24581275,1759.178066
1,-2.3795,0.466462376,2018.594104
1,0.768666667,0.940231519,3377.430618
1,-2.369833333,0.62499782,1909.553177
1,-1.788833333,0.644856903,2206.412945
1,-1.411333333,0.891540663,2442.7659
1,-1.4135,0.77695352,2435.334822
1,-1.812666667,0.546036833,2157.228629
1,-1.224333333,0.632241627,2447.791128
0,-0.511,1.07594239,2871.006222
1,-1.0825,0.762002965,2483.357462
1,-0.947,0.814781861,2637.761373
1,-1.4695,0.68146238,2479.625368
1,0.102666667,0.788313407,2993.770515
1,-2.155666667,0.557854971,2121.071975
1,-2.150166667,0.465944215,2128.11764
1,-2.860833333,0.407000399,1766.339662
1,-2.97,0.442492781,1759.481221
1,-3.1655,0.592162842,1689.940538
1,-3.084166667,0.733867552,1950.852008
1,-4.013,0.700126822,1481.132604
1,-4.062666667,0.42779351,1346.286791
1,-3.695333333,0.630217643,1521.614793
1,-3.561666667,0.867303932,1630.404102
1,-0.025833333,0.726063579,2850.141484
1,-3.7085,0.637753855,1372.656323
1,-2.401166667,1.009034385,1888.768697
1,-1.643,1.272922185,2428.244126
1,-2.353166667,1.186517124,1878.043683
1,-1.463666667,1.500392656,2516.049458
1,-1.9105,1.533752308,2365.765333
1,-2.880833333,1.135486775,1855.853275
1,-2.856,0.826490018,1994.76027
0,-3.841,0.714763313,1488.868648
1,-2.647333333,0.948439265,2284.952464
1,0.387666667,0.95367115,3147.888094
1,-3.089666667,0.913288971,1923.614254
0,-2.728,0.744323596,2111.393462
1,-2.605,0.946265932,1952.700888
1,-2.5,0.600014511,1941.124264
1,-2.127333333,0.49182401,1915.050044
1,-1.635333333,0.46205067,1900.527597
1,-0.526833333,0.799541235,1959.879802
1,0.415666667,1.397825787,3240.972373
1,0.278833333,1.063883454,3125.435629
1,0.528166667,1.096818904,3331.223318
1,0.748333333,0.892603171,3307.119843
1,1.439333333,0.706486986,3193.700334
1,1.035,0.878036432,3504.051328
1,-0.024666667,0.734484942,3029.019641
1,0.303833333,0.799776776,3359.510273
1,-0.21,0.827316671,3064.862122
1,-0.755666667,0.632030611,2653.855816
1,-0.7585,0.643358292,2558.246818
1,-0.443666667,0.759268832,2857.342712
1,-0.701333333,0.672085166,2530.512565
1,-0.036666667,0.801702814,2881.184082
1,0.658,0.96415829,3232.866566
1,0.643166667,0.91762897,3107.166767
1,0.591166667,0.673869172,2992.708606
1,0.2495,0.661294141,2842.003411
1,0.251,0.425248012,2659.885695
1,0.320833333,0.528991725,2923.780453
1,0.161833333,0.375196498,3064.511977
1,-1.029833333,0.078845865,2164.628769
1,-0.4105,0.325812132,2254.230799
1,2.029833333,1.013859582,3637.132419
1,0.592333333,1.016230044,3314.975708
1,-1.025166667,0.705458078,2387.14431
1,-1.555166667,0.492336342,2282.631217
1,-1.568,0.539884704,2437.639251
1,-2.0895,0.780228526,2257.4907
1,-2.718666667,0.591009768,1923.323909
1,-0.65,0.519636174,2519.791332
1,-2.891666667,0.249743636,1731.45069
1,-2.0595,0.727251759,2194.460821
1,-1.879833333,0.756786409,2251.740786
1,-2.079,0.577073489,2146.109369
1,-2.020666667,0.551962734,2107.971873
1,-1.284166667,0.79934802,2367.691086
0,-0.488333333,1.145173065,2793.519576
1,-1.185166667,0.860368709,2556.74894
1,-2.0725,0.471519665,2007.38936
1,-1.466,0.895549552,2522.201962
1,-0.707166667,0.539795862,2646.63943
1,-1.778833333,0.775436185,2446.610612
1,-3.239333333,0.396702921,1578.614359
1,-2.157,0.580335178,2071.616976
1,-2.141166667,0.664668354,1878.523834
1,-2.588666667,0.528679269,1816.933589
1,-3.469333333,0.863051399,1820.1605
1,-3.677666667,0.823787661,1740.722842
1,-3.763,0.607508328,1595.54992
1,-3.507833333,0.853468079,1708.340206
1,-4.331,1.02859111,1482.103104
1,-1.077166667,0.390595165,2230.238868
1,-5.226333333,0.549809924,1018.657519
1,-4.434,0.593365201,1263.863095
1,-2.935,0.932494673,1745.924535
1,-1.636666667,1.272068029,2291.037001
1,-1.100333333,1.393612964,2515.135369
1,-1.233,1.44148721,2300.998495
1,-1.543333333,1.682466573,2430.999962
1,-2.52,1.195449606,1965.376727
1,-2.807333333,0.901714896,1985.458886
0,-2.767166667,1.211560374,2170.332781
1,-0.057166667,0.938141977,2883.450808
0,-3.164833333,1.101983805,1988.398567
0,-3.4275,1.076297178,1868.393701
1,-3.2795,0.797344103,1734.50252
1,-2.774333333,0.707005903,1838.799139
1,-1.878666667,0.811442251,2125.196541
1,-1.397833333,0.756171013,2114.988628
1,0.335333333,1.404862336,3225.275067
1,0.099,1.16682015,3047.144668
1,0.216833333,1.050423849,3237.204242
1,-0.656166667,0.547515412,2519.175415
1,0.164,0.47398344,2583.241494
1,1.374,1.000035894,3663.553184
1,-0.126833333,0.708443542,3014.666685
1,-0.644666667,0.55931056,2655.225274
1,-0.207333333,0.725454458,3077.593682
1,-0.553,0.808002507,2907.874883
1,-1.406333333,0.552201268,2271.535687
1,-1.291666667,0.459673534,2305.344939
1,-0.9315,0.638893571,2587.813574
1,-0.730666667,0.621902967,2741.307832
1,-1.078833333,0.482667639,2288.349667
1,-0.7075,0.460994701,2649.115103
1,-1.271166667,0.348197994,2314.368278
1,-0.731166667,0.348280325,2593.945986
1,-0.461166667,0.434527332,2804.949367
1,-0.779166667,0.310141386,2475.32507
1,-1.1165,0.259250405,2248.668312
1,-0.585,0.235775227,2774.552417
1,-0.715166667,0.325063654,2264.986534
1,0.6685,0.689679495,2744.9229
1,1.6355,1.319284865,3660.146144
1,0.683666667,1.006482827,3355.275088
1,0.187833333,0.915788183,2772.948229
1,-0.869,0.742413067,2596.896163
1,-1.121833333,0.802270913,2668.912649
1,-1.689833333,0.749402413,2321.585372
1,-2.034166667,0.727832937,2215.305612
1,-2.6275,0.626859044,1926.311357
1,0.392666667,0.879308853,3294.886929
1,-2.854,0.502326967,1841.841578
1,-2.477666667,0.746301328,2090.4977
1,-2.791,0.546028561,1896.535975
1,-2.6275,0.598757209,1902.006877
1,-1.8355,0.827784462,2277.666471
1,-1.144,1.122625799,2651.56488
1,-1.182333333,1.204517776,2607.487649
1,-1.497,0.889246407,2544.571791
1,-2.338833333,0.555325128,1954.878274
1,-1.5745,0.915358217,2467.24185
1,0.2485,1.011680519,3143.148399
1,-1.8805,0.869766578,2375.609447
1,-2.702666667,0.46059223,1893.220884
1,-2.308,0.694035776,2010.477441
1,-2.294333333,0.594614175,1539.31442
1,-1.362166667,0.96064311,2330.68157
1,-3.401833333,0.66573461,1610.849892
1,-3.4745,0.953123681,1799.105443
1,-3.940166667,0.723823167,1617.02254
1,-4.253666667,0.570703435,1387.493169
1,-3.812166667,1.200850509,1796.431544
1,-0.003166667,1.125293337,2972.851324
1,-4.778333333,0.793274015,1365.97119
1,-4.378333333,0.576861581,1467.102781
1,-3.619,0.672375158,1653.214453
1,-2.6865,0.911978522,1833.104225
1,-1.0745,1.331735785,2459.384867
1,-1.637333333,1.474833286,2240.989606
1,-2.1475,1.282058133,2189.814839
1,-2.576166667,1.20508523,2029.739747
1,0.253,1.53202952,3142.148529
1,-2.791333333,1.211340229,2135.77947
1,-3.184166667,0.965724139,1941.007511
1,-3.138333333,0.638812146,1796.462946
1,-2.345166667,0.952420057,2118.354667
1,-1.982833333,1.119257623,2094.218005
1,-1.223666667,1.024460502,2322.853729
1,0.306166667,1.492187167,3300.388225
1,-0.128,1.127799041,2970.987649
1,-0.280833333,0.885437804,2909.132524
1,-0.826,0.607434034,2452.715555
1,-0.139166667,0.612681412,2499.864023
1,0.54,0.991944405,3254.312401
1,-0.206333333,0.511292867,2915.357386
1,-0.265,0.561965714,3143.717538
1,-1.113166667,0.483200785,2559.895551
1,-1.806,0.389811555,2076.555953
1,-0.847166667,0.882002602,2827.015004
1,-1.574166667,0.619546701,2311.537439
1,-2.049166667,0.444100709,2044.249954
1,-1.964666667,0.435493057,2097.618217
1,-2.266333333,0.43407456,1941.493371
1,-2.194666667,0.292967368,2001.713941
0,-1.465666667,0.442859238,2311.922412
1,-0.849,0.62701398,2776.666529
1,-1.554,0.319333034,2192.533122
1,-1.279166667,0.39867126,2358.725248
1,-1.942666667,0.35669011,1920.01379
1,-1.435833333,0.343347909,2228.364589
1,-0.7275,0.799114312,2704.418053
1,-0.691166667,0.841332582,2568.028892
1,0.429333333,1.338139641,2871.470584
1,1.116666667,1.136733967,3427.62425
1,-0.342166667,0.888508786,2812.933286
1,-1.11,0.915512833,2660.738728
1,-1.9005,0.675121794,2159.455069
1,-1.859166667,0.750909122,2189.107068
1,-1.758,0.819601755,2360.197675
1,1.212666667,1.456512135,3637.973693
1,-2.324666667,0.769146014,2154.381053
1,-2.751,0.696305529,1934.320203
1,-2.847166667,0.667300448,1948.540999
1,-2.211333333,0.90027995,2183.915338
1,-1.675833333,1.237901919,2447.538992
1,-1.720833333,1.298209599,2381.572817
0,-1.9415,0.985024224,2213.625349
0,-1.594,0.922092942,2401.946331
1,-1.015833333,1.026750303,2702.064815
1,-1.2955,1.250194173,2559.954176
1,1.138333333,1.490037523,3641.463714
1,-1.815666667,0.893902623,2299.082461
1,-2.269833333,0.697046857,2175.999944
1,-2.704,0.807763265,1974.692954
1,-3.003666667,0.608347013,1581.831392
1,-2.775666667,0.897893462,1837.188975
1,-3.160333333,1.02373458,1824.088008
1,-3.304333333,1.18579381,1937.583806
1,-3.827833333,0.905649362,1729.810399
1,-4.855333333,0.581125703,1230.832168
1,-4.0495,0.999711746,1647.632647
1,0.366666667,1.406298078,3176.146418
1,-3.7465,1.274575748,1927.352992
1,-4.169166667,0.794325284,1597.862936
1,-3.864333333,0.888717449,1653.34885
1,-3.4365,0.915017191,1684.513327
1,-2.373333333,0.864862634,1958.221153
1,-0.972333333,1.549324169,2552.207395
0,-0.816166667,1.585190893,2366.849536
1,0.379333333,1.653554491,3302.929924
1,-2.2925,1.107685366,2040.747152
0,-2.946666667,1.141599737,1949.534931
1,-2.9375,0.97326505,1929.083199
1,-2.732166667,1.068809145,1946.980085
1,-2.554333333,0.85259786,1885.144249
1,-1.806166667,0.989984872,2113.235252
0,-0.5135,1.098348194,2328.623023
1,0.306833333,1.542170069,3324.954334
1,-0.174833333,1.123638646,2985.948948
1,-0.215333333,1.008434565,3003.567487
1,-0.408833333,0.873588323,2760.240123
1,0.550333333,1.162007041,3024.55845
0,0.584333333,1.168999388,3387.169153
1,-0.43,0.790359492,3102.297551
1,-1.423,0.393887378,2304.734591
1,-1.215166667,0.3956239,2529.225101
1,-1.292833333,0.486677352,2464.400549
1,-1.071833333,0.593871221,2716.820165
1,-1.464,0.865020978,2407.342633
1,-1.374166667,0.743350558,2493.471391
1,-1.626666667,0.687698034,2394.990745
1,-2.136166667,0.649193828,2093.02267
1,-1.989,0.734612234,2150.762112
1,-1.573166667,0.778921715,2442.152724
1,-1.8345,0.73936883,2168.713549
1,-1.3485,0.618081902,2422.473145
1,-1.763666667,0.414143497,2100.542102
1,-1.911166667,0.418665983,1909.394181
1,-1.457666667,0.670329564,2293.42632
1,-1.9985,0.593968863,2181.342033
1,-2.390166667,0.652222041,2044.585606
1,-1.453666667,0.85368559,2303.038184
1,0.174,1.334218906,2906.347689
1,-1.3675,0.655080384,2283.911792
1,-1.029333333,0.844835722,2635.82821
1,-1.529,0.916149069,2392.640758
1,-2.165666667,0.825436277,2208.003113
1,-3.306166667,0.510788336,1688.584792
1,-2.811333333,0.438701727,1935.943077
